osmid,name,amenity,Longitude,Latitude
2012707485,Le ton air de brest,bar,2.3226602,48.8356746
2012720252,Le milev,bar,2.3228183,48.8354175
2013702802,Le Rallye,bar,2.132392,48.8539466
2015858251,Le Longchamp,bar,2.0699925,48.7991628
2018171323,Le rochebrune,bar,2.3784617,48.8607749
2018469101,Le Carbone 14,bar,2.3871679,48.8555652
2028408727,Montaldo Cindy,bar,2.336998,48.962573
2033118519,Café Bar,bar,2.3254466,48.9762798
2033247704,Le Fontenoy,bar,2.3291467,48.9592499
2033295033,Le Narval,bar,2.3349711,48.9541164
2038629581,La Cantine de la Cigale,bar,2.3399369,48.8822854
2041908463,Le nouveau monde,bar,2.248058,48.889333
2043667780,Bistrot du faubourg,bar,2.236712,48.896019
2043908277,Limonade,bar,2.323521,48.844236
2048549478,Le Michelet,bar,2.4614735,48.8940814
2048549482,La pyramide,bar,2.4559589,48.8924413
2048565804,Le Celtique,bar,2.4525873,48.8897264
2049661308,Le bar du rond point,bar,2.4671037,48.8919555
2051798903,Le Verdun,bar,2.2442518,48.9502124
2051812747,L Antonin,bar,2.2406683,48.9480052
2051844555,Les Sablons,bar,2.232332,48.9471297
2051871353,Le Pmu,bar,2.3364165,48.975186
2051889508,Les Mortefontaines,bar,2.3213921,48.9713752
2071529375,Le Boyard,bar,2.2788479,48.8311964
2072607634,Le chinois,bar,2.434182,48.8582338
2078918263,Bar des 2 Moulins,bar,2.4297044,48.8153363
2081291845,L'Adada,bar,2.3224049,48.8405572
2086399148,Café le Blüe Boy,bar,2.3157527,48.8409248
2086399153,Café Odessa,bar,2.3246397,48.8414979
2086399154,Indiana Café,bar,2.3249954,48.843284
2086399172,Café de la place,bar,2.3248762,48.8415356
2086423565,Bistro le Florilège,bar,2.2877691,48.8781338
2087542131,L'absurde imposture,bar,2.346057,48.891009
2089383632,Le Royal,bar,2.8296547,48.6438967
2090756579,Le Royal,bar,2.4508417,48.8498032
2103216539,La Comete,bar,2.3429491,48.8728753
2108026249,Kriza Bar,bar,2.322721,48.83947
2112678889,Le Tunnel,bar,2.2631629,48.8419451
2116553868,Au Bistro Cardinet,bar,2.3185158,48.8913333
2124308289,L'Aubisque,bar,2.4048284,48.8561348
2124487512,Le Bar Botté,bar,2.408629,48.8468777
2124487682,Le Métro,bar,2.4088515,48.846847
2124494286,Le Vincennes,bar,2.4058825,48.8479121
2125406245,La Colombe,bar,2.3167431,48.8836495
2125571208,Le Longchamp,bar,2.3430269,48.8720494
2128894611,Aux Cockers,bar,2.5119723,48.8523779
2128894612,Le Cyrano,bar,2.5086678,48.8492468
2134878775,Century Bar,bar,2.3555122,48.8228779
2146765184,O Limiano,bar,2.3810109,48.7991397
2146816176,Red 305,bar,2.3824688,48.7972167
2146816184,La Rose des Sables,bar,2.3822428,48.7974934
2146816186,Tabac de L'empire,bar,2.3821779,48.7975919
2149899597,L'Europe,bar,2.3158457,48.8281219
2151917025,Bar du Théâtre,bar,2.3202827,48.8193316
2157952434,Paname Brewing Company,bar,2.3787631,48.8878312
2161521592,Le cartel,bar,2.2364162,48.8795288
2161550366,Mont Legrense,bar,2.2401358,48.8792219
2161550371,Le Brazza,bar,2.2407594,48.8793357
2161550374,Au RDV du batiment,bar,2.2403356,48.8795298
2164023034,Floquifil,bar,2.3434334,48.8730582
2165038781,Woozy,bar,2.3430061,48.8613396
2167679211,Chez José,bar,2.2384781,48.8823621
2177176392,L'Escale,bar,2.4836316,48.8369407
2177177648,Le Boulibar,bar,2.4844429,48.8371668
2178785512,Le zig-zag,bar,2.2408165,48.8836139
2178785515,Le jacoto,bar,2.2399394,48.8829754
2181213237,Le Boudoir,bar,2.4401437,48.8480582
2183846709,5e Cru,bar,2.3541552,48.8490152
2193098985,Le Phenix,bar,2.3462308,48.8227998
2194256993,Le derby,bar,2.354911,48.8765119
2195170957,Le Petit Bordeaux,bar,2.6724047,48.9003851
2197417205,Le Bardinet,bar,2.3172117,48.8309811
2202938764,Café aux sports,bar,2.3906746,48.8117474
2202938765,Le Saint-Just,bar,2.3903715,48.8115778
2207088674,La Brigantine,bar,2.341347,48.824023
2207095060,Les Mains d'Or,bar,2.3414221,48.8248954
2224990876,Les Arts,bar,2.1837892,48.8798307
2239362634,Mini Bar,bar,2.2975868,48.8364982
2239374813,Tasco Café,bar,2.3025475,48.8352818
2239397378,Café du marché,bar,2.3006491,48.8358889
2244578060,N'Importe Quoi,bar,2.343935,48.8608921
2244600614,La Balle au Bond,bar,2.3362437,48.8581223
2256024148,L'Age d'Or,bar,2.3599429,48.8264842
2265964339,L'Empire,bar,2.2601266,48.8427979
2265998704,Le 191,bar,2.2629179,48.8394583
2268836966,Le Merle Moqueur,bar,2.3505091,48.827753
2273232846,Le pari Saint-Charles,bar,2.2818457,48.8426057
2280210221,Le Chiquito,bar,1.7016735,49.0630775
2283630276,T'Bo,bar,1.8196317,48.6454607
2283635308,Café de la Gare,bar,1.8308155,48.6436127
2286083502,Bar-Tabac La fourmi,bar,2.5100712,48.7054709
2295269486,Le Vouvray,bar,2.3477824,48.8146703
2298283303,Café A l'Habitude,bar,2.4487663,48.8526747
2298283305,Nostalgie Caffè,bar,2.4495538,48.8526583
2298283306,POINT B@R,bar,2.4491561,48.8526136
2298657606,Val de Marne,bar,2.4348432,48.8478098
2298657607,Vincennes Bastille,bar,2.4348372,48.8473408
2299590422,Bar L'Anjou,bar,2.4337075,48.8585317
2299697767,Bras & co,bar,2.2675778,48.9147385
2305979353,"Le cavern - bar, concert",bar,2.3398837,48.8551489
2312084274,Le BizArt,bar,2.3899326,48.8512675
2322893807,Lounge,bar,2.7082534,48.828117
2325915038,Tout va Mieux,bar,2.3650486,48.8845594
2329096678,Le Libre Echange,bar,2.3201855,48.8904042
2345324859,La Grappe d'Or,bar,2.3492982,48.891713
2347257305,La Truyère,bar,2.3902734,48.8392807
2355778354,Le bateau Ivre,bar,2.3490693,48.8455873
2357227463,Nix Nox,bar,2.3769423,48.8352218
2357227464,Péniche B2,bar,2.3750766,48.8369812
2359132129,Le Gaulois,bar,2.3169522,48.8139728
2364368809,Le Saint-Cyr,bar,3.1836455,48.9062321
2365654407,Mon P'tit Bistrot,bar,2.4357193,48.8482693
2365811674,Le Gallia,bar,2.3477625,48.8137588
2365870598,Brasserie de la Mairie,bar,2.3494093,48.8150129
2367321705,Pop In,bar,2.3675537,48.8614116
2369244236,The B58,bar,2.342726,48.8741216
2369268910,Le Bienvenu,bar,2.3161585,48.8127087
2370577816,SLB Benfica,bar,2.3079253,48.7602985
2370785832,Le Fer à Cheval - Bar and music,bar,2.3202187,48.8944467
2374813500,The Gentleman,bar,2.3431052,48.8525782
2375009703,Les Épinettes,bar,2.4222948,48.8784205
2379040874,Bar du PMU,bar,2.3618647,48.8104087
2381306274,Le Jean Bart,bar,2.4186147,48.8806262
2381308257,Hôtel du Parc,bar,2.4217569,48.8803431
2381310461,Le Royal,bar,2.4251705,48.8808347
2382238078,Le Mace,bar,2.4176779,48.8777259
2383363290,Experimental Cocktail Club,bar,2.3482633,48.8660965
2383363291,Prescription Cocktail Club,bar,2.3379207,48.8549614
2386674838,Le Mauri7,bar,2.3537539,48.8715766
2387361474,Opus Parmentier,bar,2.3698711,48.8712919
2387389298,Le Dude,bar,2.3707413,48.873397
2387390494,Zoco,bar,2.3704021,48.8734671
2387399043,San Luis bar,bar,2.3703282,48.8733502
2392409656,Le Bistrot de la Gaité,bar,2.3533605,48.866841
2402701498,La brasserie du patio,bar,2.1708349,48.8865662
2406196759,Le Fleurus,bar,2.3430846,48.8197803
2408672211,Le P'tit Gud,bar,2.4001936,48.8453425
2417976078,Ze Bar,bar,2.3455319,48.853075
2428529855,Le Drapeau,bar,2.4362761,48.8450252
2428529858,Le Fontenoy,bar,2.4366292,48.846565
2432255116,Bar tabac de la mairie,bar,2.0291147,49.0766404
2438004596,Le Couserans,bar,2.4386173,48.8528075
2444236544,Létincelle,bar,2.3679199,48.8608697
2445512536,Café de la Jeunesse,bar,2.3602426,48.9389374
2445512538,Le Pavillon,bar,2.3558972,48.9338539
2446066127,Tabac de la République,bar,2.4954106,48.9283484
2446096102,Udo,bar,2.3740909,48.8643323
2446687418,La Godinette,bar,2.3228908,48.8396133
2448452678,Le Brazza,bar,2.4321756,48.8484639
2451926162,K BA NI TO,bar,2.3488046,48.8444534
2454102704,Les Lilas,bar,2.4164575,48.8788639
2460347252,Rush bar,bar,2.3701752,48.8613268
2460347253,Le splendid bar,bar,2.3698793,48.8613847
2472924839,Les Marronniers Fleuris,bar,2.3156093,48.8122984
2478201171,Boca,bar,2.344424,48.8661252
2478201207,Le coeur fou,bar,2.3445011,48.8659496
2479295353,L'annexe,bar,2.3128608,48.8161781
2479405411,No water,bar,2.1253782,48.8009348
2479442311,Le baradoz,bar,2.1246743,48.8002336
2480101122,Le Saint-Honoré,bar,2.1252941,48.7983773
2480657794,Bar Royal,bar,2.1265351,48.7970233
2483572702,Le Weekend,bar,2.3059574,48.8161412
2489274291,The bottle shop,bar,2.3785314,48.8511831
2494110187,Cave la Bourgogne,bar,2.3497085,48.8392014
2503105832,Le Jubilé 3,bar,2.2035752,48.8684619
2507574254,Le Racine,bar,2.3168235,48.8115616
2508259797,Café Tabac du Marché,bar,2.4872162,48.8382814
2519949100,L'inconnu,bar,2.3521453,48.871128
2523989143,Bizz'art,bar,2.3664752,48.8790612
2525399700,Le Coq Hardi,bar,2.3097778,48.818915
2528374374,Soleil de Provence,bar,2.3574286,48.9378347
2529697548,Sun 7 Café,bar,2.3214393,48.8206096
2531576666,L'Ariel,bar,2.3420357,48.8265384
2534780315,Bull's Brother,bar,2.3451327,48.8530831
2534780414,Le Relais de la Huchette,bar,2.3459453,48.8529444
2546641041,Bar à Bières,bar,2.3685754,48.7927575
2553153345,Europe - St Séverin,bar,2.3443015,48.8527079
2558864738,Le dandy,bar,2.3337987,48.8822164
2562735593,Aux Écuries du Roy,bar,2.3461115,48.8660577
2565612043,Le Garden,bar,2.3603977,48.9125638
2569530049,Bureau de tabac,bar,2.4557809,48.8098606
2571494841,Le Belmonte,bar,2.37047,48.8753587
2575207494,Chabana's bar,bar,2.3455838,48.8528366
2577163620,L'aéro,bar,2.2779659,48.8576488
2590050869,Rapid Bar,bar,2.269148,48.9047984
2591405226,Bar Le Riquet,bar,2.3743799,48.8884177
2592997803,Bar de la Place,bar,2.5088487,48.6401634
2595020833,Le Vegas,bar,2.2416731,49.1280996
2598272346,La folie en tête,bar,2.3481095,48.8275172
2604801458,Le Beaujolais,bar,2.3289082,48.8171046
2611399058,Le Bacchus,bar,2.698091,48.4034409
2611399060,Le Shaker Bar,bar,2.6984223,48.403351
2611463225,Bistrot Sud,bar,2.7010136,48.404329
2611463237,Mainstreets,bar,2.70057,48.4041936
2614591568,O’neil Bar,bar,2.3336366,48.8518377
2618295566,Bar Tabac du Lycée,bar,2.1649152,48.9287321
2618640030,La Divette de Malakoff,bar,2.3258616,48.8169918
2624677962,Le Vintimille,bar,2.330333,48.8831199
2624677963,Le Valois,bar,2.3305918,48.8834005
2627481252,Le Cappuccino,bar,2.305056,48.6086452
2627569959,Le Nemrod,bar,2.3258826,48.8192793
2630584155,Sof's Bar,bar,2.3480098,48.866108
2650826374,Le Week-End,bar,2.4560336,48.5882488
2653982089,L'Estaminet,bar,2.3673694,48.8650085
2653992673,Detox delight,bar,2.3673391,48.8629079
2654266788,L'autobus,bar,2.36739,48.862765
2654697181,L'Olivier,bar,2.3783883,48.8467474
2656051561,Paris London,bar,2.3254321,48.8699476
2656051567,Le passage,bar,2.3230123,48.8696624
2659019324,Le Bréguet,bar,2.312665,48.840345
2669085319,Black Dog,restaurant;bar,2.3491854,48.8594141
2685475660,Black Dog,bar,2.3492122,48.8594147
2685481427,Sly Bar,bar,2.3493758,48.8593718
2685540508,Les Piétons,bar,2.3499381,48.8591459
2689331949,La Cabane Bambou,bar,2.2055396,48.881203
2689705042,L'Hédoniste,bar,2.3460447,48.8666058
2690507625,La Roseraie,bar,2.3718441,48.827498
2690913856,Le Jet Set,bar,2.3023103,48.8725856
2696259259,La Belette qui Tête,bar,2.3498941,48.8359481
2696636916,L'Ivress,bar,2.3475876,48.8686847
2699839266,Sputnik,bar,2.3510342,48.8279631
2699839267,Taverne de la Butte,bar,2.3501384,48.8276841
2700277771,Porte d'Orléans,bar,2.3254034,48.8237415
2702849000,Le Narval,bar,2.1847842,48.8793418
2707103486,Le Saint-Paul,bar,2.360168,48.8551659
2710713597,Le Petit Flore,bar,2.3394585,48.8624888
2710713598,Louvre Bouteille,bar,2.3402857,48.8619762
2711186603,L'Amitié Malakoff,bar,2.3000975,48.8138082
2715645721,Thirsty Mad Cat,bar,2.3438681,48.8678347
2717238432,La Civette St Jean,bar,2.6619477,48.5395909
2744409685,Le Cheval d'Or,bar,2.3554429,48.833608
2745637273,L'Éclair,bar,2.3061913,48.8569595
2751426304,Petit Saint-Martin,bar,2.3579893,48.8728884
2760254111,La Butte aux Piafs,bar,2.35205,48.8299498
2760254113,Le Kiosque,bar,2.3536286,48.8304537
2767960467,Le Café des Sports,bar,2.3921028,48.8691288
2771945181,O'2 Villes,bar,2.4390125,48.8531121
2772914972,Le Wood,bar,2.3620611,48.8588424
2775842958,Le Dumas,bar,2.3889981,48.8527486
2775842962,Le Métro,bar,2.3891013,48.8526497
2776314134,L'Envol Québécois,bar,2.3516159,48.8440184
2778463121,Le Sully,bar,2.3528255,48.8703084
2780351546,Le Petit Preslois,bar,2.7409903,48.715568
2788062497,L'atelier,bar,2.3073187,48.8174789
2788471668,Le Mouff'tôt Mouff'tard,bar,2.3498549,48.8422841
2793649045,Le Fontenoy,bar,2.3561333,48.8602435
2803413696,La Coupole,bar,2.2869613,48.8021332
2811493878,Le Pierre Curie,bar,2.3772932,48.8160826
2824755588,L'Arrivée,bar,2.5425045,48.8236806
2826091001,La Caravelle,bar,2.327006,48.876404
2833518557,Bar Oasis,bar,2.3041756,48.8188142
2842142901,Le Rouquet,bar,2.330454,48.854621
2845039395,Le Glass,bar,2.3372869,48.8815103
2852733801,Le Bar,bar,2.3380298,48.8497474
2853546553,Sunset,bar,2.3446987,48.8713994
2855862328,L'Acapulco,bar,2.2838972,48.8655102
2862239836,Au Corner,bar,2.4276466,48.8474158
2863264450,Some Girls,bar,2.3737978,48.8532503
2863265740,Cantada II,bar,2.3793313,48.8670687
2863270880,L'International,bar,2.3796639,48.8667388
2863297981,Chez Zak Bar,bar,2.3853206,48.8672848
2863306134,La Feline,bar,2.3852348,48.8671313
2863318673,Le Saint-Sauveur,bar,2.3850779,48.8664979
2863322351,Dr. Feelgood,bar,2.3755708,48.8553007
2864175355,Time Square,bar,2.3827807,48.8948851
2866845693,Pluriel Café,bar,2.3006492,48.8191107
2867368733,Le Bolivar,bar,2.3803012,48.8760857
2868961712,L'aiglon,bar,2.3813787,48.8775011
2874534278,Le Calbar,bar,2.3753679,48.8486443
2875881221,Chouff'bar,bar,2.3486842,48.8430061
2876169595,Oxalis,bar,2.3840074,48.8468648
2879901501,La Régence,bar,2.3424752,48.859841
2882461296,Le virage,bar,2.3755713,48.8762491
2882549696,Villette Bar,bar,2.37386,48.8752119
2882551333,Le 9b,bar,2.3736728,48.8753782
2883404222,Pétanque Campésienne,bar,2.590428,48.8561145
2895396562,Bar Nouveau Brooklyn (BNB),bar,2.3828193,48.8135907
2900792405,Au train de vie,bar,2.3583405,48.8782984
2901750233,Le Daudet,bar,2.3271211,48.8267959
2903101413,Le Colbert,bar,2.3043738,48.9045165
2905722615,Café Leffe,bar,2.291512,48.8905503
2906130405,Au Petit Chez Soi,bar,2.3006124,48.8203499
2906403311,Le Five,bar,2.3720335,48.8812111
2908254158,KD,bar,2.3810283,48.8747667
2908315545,A l'endroit,bar,2.3828694,48.8749554
2912865201,O.z Café,bar,2.296985,48.896238
2913397200,Dynamo,bar,2.374458,48.8785529
2915079864,Bar du Marché,bar,1.5826496,49.0377242
2915128823,A Trianon,bar,2.3828952,48.8735251
2915767382,Cheval Blanc,bar,1.5786281,49.0369101
2915892587,Le Baron,bar,2.3001103,48.8656456
2915896064,Chez Papillon,bar,2.3062494,48.8716947
2915905154,Le Showcase,bar,2.3138141,48.8642117
2915907935,Le Madam,bar,2.3178889,48.8743835
2915916854,La Cantine Du Faubourg,bar,2.3116489,48.8723341
2916165303,Le Madam,bar,2.3059242,48.8709008
2916403382,Le Barouf,bar,2.3873713,48.874742
2916459383,A l'unisson,bar,2.3708887,48.878398
2916463883,Chez Ammad,bar,2.3710845,48.8786489
2916479218,Antalya,bar,2.3715404,48.8793968
2917495128,La Marine,bar,2.3233862,48.8442836
2917987630,Aux deux amis,bar,2.3741104,48.8818625
2918014136,La Calèche,bar,2.3764104,48.8831168
2918018990,O poele...,bar,2.3767725,48.8835128
2918045577,Verry Horse,bar,2.3787117,48.8843991
2921121578,Le Morlaix,bar,2.3816003,48.885515
2922603068,Le rallye,bar,2.3880013,48.8833431
2924393159,MabCafé,bar,2.3353602,48.8525395
2924913363,MabCafé,bar,2.3353602,48.8525395
2925617830,Le Valencay Bar Brasserie,bar,2.3027121,48.8423823
2927795612,Bistro des Martyrs,bar,2.3396601,48.88441
2927795614,Il Duca,bar,2.3391723,48.8843181
2927812404,Georges Café,bar,2.3463229,48.8528644
2931892304,Tabac de la porte chaumont,bar,2.3940741,48.886153
2932069971,Crockett’s Saloon,bar,2.8141365,48.8360445
2932069972,Fisherman’s Wharf,bar,2.7898584,48.8654289
2932069976,New York City Bar,bar,2.7877237,48.8705558
2932069977,Redwood Bar and Lounge,bar,2.7904779,48.8686664
2934439601,Le Valentin,bar,2.3056448,48.881866
2939342985,Le Royal Malakoff,bar,2.3066939,48.8197316
2939342987,Sand-Jess,bar,2.3084775,48.8201164
2939351201,Taverne des Korrigans,bar,2.351888,48.846928
2939357601,Tabac Alza,bar,2.351775,48.845705
2939803364,Le Maryland,bar,2.3876396,48.8765843
2957809405,Le Narval,bar,2.3719871,48.8768371
2962639973,Tabac de la Gare,bar,2.1842867,48.9211663
2963212028,L'imprevu,bar,2.3905491,48.8755204
2973459634,Le Saint-Valentin,bar,2.380445,48.883717
2973665417,Tele bar,bar,2.3984479,48.8755731
2973711267,Le leman,bar,2.4058924,48.8770937
2974330159,Le Comptoir,bar,2.2929761,48.8357125
2974330160,Le Comptoir,bar,2.3042236,48.8350897
2976099846,Le Bureau,bar,2.654362,48.8405343
2981346935,La Rotonde,bar,2.3340731,48.9124429
2981346936,Tabac de la Mairie,bar,2.3344886,48.9121675
2984480810,Le Voltaire,bar,2.3118008,48.8212079
2984486433,Le Soleil,bar,2.287746,48.888939
2986616045,Red Room,bar,2.3600274,48.8149201
2991169114,Marlusse et Lapin,bar,2.3368191,48.8837364
2991184194,Chaum' Bar,bar,2.3842246,48.8840234
2997329281,Le Rivolux,bar,2.3595261,48.8556943
2997413433,Le Tire-Bouchon,bar,2.282741,48.888803
2997420033,Le Rallye,bar,2.284289,48.889555
3007346385,Bar du Rhin,bar,2.3814227,48.8847149
3011028852,Flaq,bar,2.3503864,48.8606297
3014035111,La Guingette,bar,2.3077289,48.8227317
3018115038,Le Téléphone,bar,2.3253223,48.8924468
3018267897,Le Cirta,bar,2.3058521,48.8221589
3018323871,L'Étoile,bar,2.3051494,48.8217824
3018371234,Le Gambetta,bar,2.3073744,48.8231685
3023066289,Le bel air,bar,2.3943041,48.8751698
3023129937,Le Fleuri,bar,2.3049442,48.8228834
3023528838,Le grand hôtel de Clermont,bar,2.336458,48.884592
3023533333,Dirty Dick,bar,2.337513,48.881512
3033112234,Carolus,bar,2.328765,48.884429
3037631234,Le tabac des studios,bar,2.221332,48.8508788
3042311478,La Terrasse,bar,2.4137641,48.822949
3042311479,Le Saint Guerlet,bar,2.4161555,48.8231652
3043457790,Le Dock,bar,2.333933,48.8704232
3048834230,Le Château d'Eau,bar,2.3545133,48.8727411
3048865608,Brasserie des sports,bar,2.2273722,48.8857559
3048865613,Le Montalegre,bar,2.2267693,48.8857003
3052569611,Le Rond Point,bar,2.2118988,48.8634195
3054183400,La cave à Michel,bar,2.3728073,48.8743038
3054282089,Le HasBeen,bar,2.3705081,48.8737082
3054303518,Le baroc',bar,2.3724688,48.8745664
3054312145,Le diamant,shisha_bar,2.3722673,48.8746023
3054366573,Le petit Rampal,bar,2.3798465,48.8738742
3056093600,Le Royal,bar,2.3717654,48.8716356
3056137111,Le Triangle,bar,2.3697018,48.8711993
3056202589,Pianotise,bar,2.3733717,48.8721986
3058136839,Le Citadin,bar,2.4863064,48.9241482
3058148642,Chantier Interdit,bar,2.3716689,48.8542603
3058148643,Shelter's Pub,bar,2.3718475,48.8541774
3058148645,Yellow Mad Monkey,bar,2.371844,48.8540652
3058148646,Kabanito Cafe Cocktail,bar,2.3672153,48.8542657
3065232439,Le Carillon,bar,2.3032664,48.8224719
3067862408,O'kako,bar,2.326319,49.0255267
3068592019,Le Wallace,bar,2.2417163,48.878863
3071528797,Black Mad Crawler,bar,2.369421,48.8666898
3073074712,Le Lutecia,bar,2.3713459,48.864203
3073225232,Le Kitch,bar,2.3685776,48.8630703
3085086583,Baloo Bar,bar,2.3465837,48.8524094
3089215120,La Cariola,bar,2.3035749,48.8211374
3089619583,Le pont tournant,bar,2.3642358,48.8733461
3089653307,Le comptoir général,bar,2.3656983,48.872515
3089669633,Les Bérets Verts,bar,2.3675483,48.8690849
3092569704,L'horizon,bar,2.379114,48.8573775
3098860751,Le Montana,bar,2.2940965,48.8118237
3099976480,Le Taillebourg,bar,2.3983982,48.8504308
3101795163,Le Petit Club,bar,2.3342151,48.8301596
3103989238,Izem,bar,2.3787234,48.8554706
3105229882,Candelaria,bar,2.3641445,48.862921
3109253378,Café d'Orléans,bar,2.3291359,48.8301369
3109345465,PasDeLoup,bar,2.36731,48.8630361
3112784820,Fauve Paris L'abreuvoir,bar,2.3685727,48.8584243
3121881992,Le Baratoff,bar,2.3883747,48.708866
3129484149,Le cosmopolite,bar,2.382234,48.8592565
3129486285,Le Jean bart,bar,2.3811882,48.858966
3132107529,Le Bellevue,bar,2.3471182,48.936033
3140020089,L'Espérancia,bar,2.5784356,48.7801399
3141879981,Monsieur Matthieu,bar,2.3809641,48.8611306
3147479875,Le petit pressour,bar,2.3797335,48.8624272
3152563367,Cuba Compagnie,bar,2.3687018,48.8571958
3154604558,Castor Club,bar,2.3423483,48.8519888
3157534694,Le Régence,bar,2.252523,48.9180368
3161142951,Le Festin Nu,bar,2.3392991,48.8904696
3161149524,L'escale,bar,2.3475855,48.8859778
3161458993,Mizmiz,bar,2.3800163,48.8667059
3170317826,Le Pantalon,bar,2.3419808,48.8457052
3176697764,Le Duroc,bar,2.3172036,48.847148
3176697774,Le Balto,bar,2.3185907,48.8476473
3177451579,Couleur Café,bar,2.3197601,48.8481468
3181039761,La Chope des Compagnons,bar,2.3538809,48.8549571
3181225061,The bootleg bar,bar,2.3754788,48.8560048
3181233444,Bistrot des familles,bar,2.3747522,48.8555572
3194076611,Le havane,bar,2.3720184,48.8618001
3199890679,La renaissance,bar,2.3667513,48.863581
3201567902,Saint-Sébastien,bar,2.3711339,48.8615804
3201581330,Ex nihilo,bar,2.3696764,48.8636741
3201587864,Le balto,bar,2.3692871,48.8633311
3201875680,Bar du Cirque,bar,2.3673177,48.8629926
3204532838,Balyann,bar,2.3628403,48.9239219
3204800261,Le fontenay,bar,2.3774991,48.8573825
3204817212,Le flash,bar,2.3734258,48.8615938
3205812883,Le Savoie,bar,2.3585986,48.863287
3207413003,Alhambra,bar,2.3664307,48.866641
3207973270,La Planque Bar,bar,2.3711983,48.85433
3208000381,Le rapide,bar,2.3593369,48.8749871
3208002101,Moustache,bar,2.3591131,48.8747439
3208763978,Le Sedaine,bar,2.3769477,48.8578407
3215690029,Martin,bar,2.3659926,48.8648526
3217857415,Brasserie Les Fleurettes,bar,2.1459813,48.4352966
3226135773,Le lutecia,bar,2.3617868,48.8631383
3227022881,Chez Reymonde,bar,2.3718082,48.8636138
3227029773,Le perroquet,bar,2.374115,48.8621181
3233189136,Le Malibu,bar,2.2362351,48.8761449
3236792406,L'Armagnac,bar,2.3848577,48.8545431
3240855605,Le miley,bar,2.3217919,48.835883
3243968404,Eden Park,bar,2.3344379,48.8523534
3245843998,La grosse bouteille,bar,2.3727567,48.86019
3249388114,Le sens unique,bar,2.3843502,48.8620382
3250652004,Meltdown Café,bar,2.3747389,48.8535077
3255872161,Le bar à k,bar,2.394742,48.8833291
3255886561,Antenne 19,bar,2.3904826,48.8799319
3261507440,L'embuscade,bar,2.3695864,48.8646356
3265513124,Little Red Door,bar,2.3635746,48.863671
3273432589,Brasserie Lola,bar,2.293777,48.8468219
3276247068,Objectif Lune,bar,2.3720001,48.8545936
3276835487,Pause café,bar,2.3664503,48.8525131
3278399852,Tabac des Charmes,bar,2.2949105,48.8457418
3280302977,P'tit bar presque au bout de la rue,bar,2.3487937,48.8659666
3280643562,Le Jean Nicot,bar,2.2520613,48.7684003
3287755128,bar le village,bar,2.2950702,48.9311749
3287758421,Bar-Tabac Ancienne Poste,bar,2.3013022,48.9308409
3294854202,Select,bar,2.3340055,48.8166077
3295643195,Le Reinitas,bar,2.2741742,48.7796078
3295643196,Bar Cave,bar,2.2729865,48.7791283
3306560467,Vintage Bar,bar,2.3549227,48.8572972
3328310404,Le Mange Disc,bar,2.4466559,48.8658459
3350297593,Salseros,bar,2.3466367,48.8525022
3350313193,La Grappe,bar,2.3462777,48.8524441
3351638375,Concoran's Irish Pub,bar,2.342432,48.8533371
3351700985,Le Bistro Saint André,bar,2.3416917,48.8533976
3351975909,Adam Café,bar,2.321573,48.8432025
3361545338,Aux petits tonneaux,bar,2.3657119,48.8683415
3361545686,numéro cinq,bar,2.3685066,48.8687159
3362439068,Bar de l'Avenue,bar,2.4060748,48.8444349
3373264632,Le Petit Garage,bar,2.3753758,48.8672368
3377853963,La Petite Chaise,bar,2.3669227,48.8609279
3378183771,Au Tonneau,bar,2.2422619,48.8076907
3378356693,Le 20134,bar,2.348781,48.8489709
3379306263,Le Tabarin,bar,2.3690689,48.8560387
3379687894,L'eau tomate,bar,2.3248676,48.8849326
3385726393,Monsieur Henri,bar,2.3624053,48.8634068
3391154020,"Sushi bar, d'avenir",bar,2.373487,48.8627059
3391851182,Les Fontaines,bar,2.3519694,48.8595197
3401860406,Le Brazza,bar,2.3561901,48.938284
3408837598,Chez Paco,bar,2.3257917,48.8866242
3409227497,Heure Sup',bar,2.2870416,48.8377991
3421390899,Le coq d'or,bar,2.3578763,48.8726554
3423747496,Bistrot,bar,2.3097361,48.9929884
3424526805,L'Escale,bar,2.4334307,48.8585401
3427081571,Celtic Corner,bar,2.2968775,48.8447782
3427251448,L'Iris,bar,2.300498,48.8419073
3429930019,Le forum,bar,2.3233815,48.8705967
3434564233,Le Supercoin,bar,2.3469515,48.8922517
3450123119,Au Picardie,bar,2.3571117,48.9437738
3450964496,Backstage,bar,2.3234506,48.8393548
3461183717,Bière et Malt,bar,2.3478369,48.8686585
3461210560,Le QG,bar,2.3714035,48.8542591
3461586772,La Grosse Caisse,bar,2.34286,48.8701731
3461703394,Le Rugby,bar,2.3203322,48.8735547
3468162433,La Rotonde,bar,2.3714977,48.8544368
3470039793,Le Royal Bar,bar,2.3500641,48.8646057
3473168506,Reina,bar,2.4232558,48.7991935
3475257293,Bar à Manger,bar,2.3458139,48.8585776
3481919693,À La Tour,bar,2.344581,48.8584254
3483620531,Le prospère,bar,2.3738796,48.8648343
3493292524,Lockwood,bar,2.3469536,48.8678143
3496852097,Voltigeur,bar,2.37346,48.8520765
3501719701,Au Fût et à Mesure,bar,2.3498183,48.8707201
3504996099,4 Elements,bar,2.3662218,48.8653506
3505695888,Le terminus,bar,2.3833291,48.8113607
